| 3450.0         | 11.5963           | 0.0031              | -42.1306          | 0.0018              | 28.3306        | 2.5891           | -100000.0         | -100000.0         | -100000.0    | 0.0+16.0       | -100000.0         |
| 5561.0         | 353.6254          | 0.0019              | -41.4298          | 7.0E-4              | 26.246         | 0.8753           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 3546.0         | 359.259           | 8.0E-4              | -34.7639          | 4.0E-4              | 22.2086        | 0.364            | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 8671.0         | 343.2811          | 0.0011              | -40.9711          | 9.0E-4              | 22.1214        | 1.4607           | -100000.0         | -100000.0         | -100000.0    | 1.0+0.0        | -100000.0         |
| 3735.0         | 6.4578            | 0.0011              | -26.0392          | 2.0E-4              | 22.0418        | 0.4719           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 5306.0         | 17.0883           | 0.0024              | -16.0719          | 0.0013              | 20.5113        | 2.0746           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 2530.0         | 350.2644          | 0.0023              | -16.3876          | 7.0E-4              | 17.5922        | 0.5099           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 5374.0         | 6.1291            | 0.0012              | -29.4832          | 2.0E-4              | 17.2397        | 0.2827           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 7618.0         | 20.1342           | 0.002               | -15.3348          | 0.0019              | 16.4836        | 1.5121           | -100000.0         | -100000.0         | -100000.0    | 1.0+0.0        | -100000.0         |
| 9505.0         | 349.9872          | 0.0033              | -27.4722          | 0.0011              | 15.4919        | 0.4338           | -100000.0         | -100000.0         | -100000.0    | 1.0+6.0        | -100000.0         |
| 2253.0         | 351.657           | 0.0022              | -40.4611          | 8.0E-4              | 13.6659        | 0.5352           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 1407.0         | 351.3423          | 0.002               | -12.1267          | 0.0012              | 13.6636        | 0.3602           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 1236.0         | 19.2324           | 0.0024              | -20.8666          | 0.0013              | 13.2847        | 1.1823           | -100000.0         | -100000.0         | -100000.0    | 1.0+0.0        | -100000.0         |
| 1468.0         | 8.7926            | 0.0016              | -20.0676          | 4.0E-4              | 13.0477        | 0.4453           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 9764.0         | 13.0917           | 0.0024              | -43.1108          | 3.0E-4              | 13.0471        | 0.3183           | -100000.0         | -100000.0         | -100000.0    | 1.0+0.0        | -100000.0         |
| 1956.0         | 11.8937           | 0.0073              | -25.2895          | 0.0057              | 12.3623        | 2.7522           | -100000.0         | -100000.0         | -100000.0    | 0.0+59.0       | -100000.0         |
| 3003.0         | 349.9859          | 0.0022              | -27.4597          | 5.0E-4              | 11.6441        | 0.3666           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 1635.0         | 9.6295            | 0.002               | -38.9987          | 7.0E-4              | 11.5773        | 0.3327           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 5041.0         | 14.7925           | 0.0027              | -17.0096          | 0.0012              | 11.5042        | 0.8446           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 708.0          | 345.6124          | 0.0029              | -37.3087          | 9.0E-4              | 11.338         | 0.665            | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 3220.0         | 0.8445            | 0.001               | -17.4547          | 3.0E-4              | 11.1199        | 0.1352           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 1130.0         | 4.7232            | 0.0011              | -12.7097          | 7.0E-4              | 11.0327        | 0.3555           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 641.0          | 5.7915            | 0.001               | -25.0451          | 4.0E-4              | 10.81          | 0.2789           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 4385.0         | 355.4462          | 0.0013              | -35.1108          | 2.0E-4              | 10.6729        | 0.1979           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 4828.0         | 357.7079          | 8.0E-4              | -24.9531          | 4.0E-4              | 10.5554        | 0.1378           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 874.0          | 3.8623            | 0.0011              | -38.0805          | 5.0E-4              | 10.2915        | 0.1126           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 565.0          | 355.3073          | 0.0013              | -16.35            | 4.0E-4              | 10.0689        | 0.1168           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 1950.0         | 11.1869           | 0.0025              | -35.5113          | 9.0E-4              | 9.5955         | 0.3044           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 6698.0         | 22.6391           | 0.0028              | -26.1636          | 0.0013              | 9.3035         | 0.8384           | -100000.0         | -100000.0         | -100000.0    | 1.0+0.0        | -100000.0         |
| 1493.0         | 6.3835            | 0.0016              | -33.0645          | 0.0013              | 9.1841         | 0.3895           | -100000.0         | -100000.0         | -100000.0    | 0.0+0.0        | -100000.0         |
| 2403.0         | 15.6869           | 0.0036              | -21.876           | 0.0018              | 9.0672         | 0.6644           | -100000.0         | -100000.0         | -100000.0    | 0.0+2.0        | -100000.0         |
